,Customer ID,recency,frequency,monetary,segment,Recency_n,Frequency_n,Monetary_n,clusters
41,12398.0,47,1,1635.6599999999999,about_to_sleep,0.12,0.0,0.01,3
42,12399.0,121,4,1108.65,at_risk,0.32,0.01,0.0,1
43,12401.0,305,1,84.3,hibernating,0.81,0.0,0.0,2
44,12402.0,325,1,225.6,hibernating,0.87,0.0,0.0,2
45,12403.0,51,1,427.7,about_to_sleep,0.13,0.0,0.0,3
46,12405.0,150,1,1710.3900000000003,hibernating,0.4,0.0,0.01,1
47,12406.0,24,2,3415.3,potential_loyalists,0.06,0.0,0.01,0
48,12407.0,51,5,1708.1199999999997,loyal_customers,0.13,0.02,0.01,3
49,12408.0,34,5,2888.55,loyal_customers,0.09,0.02,0.01,0
50,12409.0,80,3,11072.67,at_risk,0.21,0.01,0.04,3
51,12410.0,310,2,693.3299999999999,hibernating,0.83,0.0,0.0,2
52,12412.0,76,3,1226.88,at_risk,0.2,0.01,0.0,3
53,12413.0,68,3,758.1,need_attention,0.18,0.01,0.0,3
54,12414.0,219,3,562.41,at_risk,0.58,0.01,0.0,5
55,12415.0,26,21,124914.53,loyal_customers,0.06,0.1,0.45,4
56,12417.0,5,9,3649.1000000000004,champions,0.01,0.04,0.01,0
57,12418.0,114,1,668.58,hibernating,0.3,0.0,0.0,3
58,12420.0,65,1,600.3900000000001,about_to_sleep,0.17,0.0,0.0,3
59,12421.0,17,4,807.0400000000001,loyal_customers,0.04,0.01,0.0,0
60,12422.0,97,3,803.5599999999998,at_risk,0.25,0.01,0.0,3
61,12423.0,2,8,1859.31,champions,0.0,0.03,0.01,0
62,12424.0,164,2,1760.9599999999996,hibernating,0.43,0.0,0.01,1
63,12425.0,80,1,777.1999999999999,hibernating,0.21,0.0,0.0,3
64,12426.0,196,1,582.73,hibernating,0.52,0.0,0.0,1
65,12427.0,23,3,825.8,potential_loyalists,0.06,0.01,0.0,0
66,12428.0,27,9,7956.46,loyal_customers,0.07,0.04,0.03,0
67,12429.0,11,4,3750.4,champions,0.02,0.01,0.01,0
68,12430.0,45,1,256.4,about_to_sleep,0.12,0.0,0.0,0
69,12431.0,37,15,6487.45,loyal_customers,0.09,0.07,0.02,0
70,12432.0,44,5,5059.319999999999,loyal_customers,0.11,0.02,0.02,0
71,12433.0,2,7,13375.87,champions,0.0,0.03,0.05,0
72,12434.0,86,2,806.14,hibernating,0.23,0.0,0.0,3
73,12435.0,81,2,7829.890000000001,hibernating,0.21,0.0,0.03,3
74,12436.0,101,1,509.01000000000005,hibernating,0.27,0.0,0.0,3
75,12437.0,3,18,4951.41,champions,0.0,0.08,0.02,0
76,12438.0,16,2,2906.8500000000004,potential_loyalists,0.04,0.0,0.01,0
77,12441.0,368,1,173.55,hibernating,0.98,0.0,0.0,2
78,12442.0,5,1,172.06,new_customers,0.01,0.0,0.0,0
79,12444.0,23,5,5005.46,loyal_customers,0.06,0.02,0.02,0
80,12445.0,24,1,133.4,promising,0.06,0.0,0.0,0
81,12446.0,59,1,1002.3100000000001,about_to_sleep,0.15,0.0,0.0,3
82,12447.0,245,1,476.49,hibernating,0.65,0.0,0.0,5
83,12448.0,46,1,449.4500000000001,about_to_sleep,0.12,0.0,0.0,0
84,12449.0,24,4,4067.2900000000004,loyal_customers,0.06,0.01,0.01,0
85,12450.0,158,2,197.88,hibernating,0.42,0.0,0.0,1
86,12451.0,12,5,9035.52,champions,0.03,0.02,0.03,0
87,12452.0,18,2,430.57,potential_loyalists,0.04,0.0,0.0,0
88,12453.0,136,1,707.0899999999999,hibernating,0.36,0.0,0.0,1
89,12454.0,58,1,3528.34,about_to_sleep,0.15,0.0,0.01,3
90,12455.0,75,6,2466.8599999999997,at_risk,0.2,0.02,0.01,3
91,12456.0,46,3,3181.04,need_attention,0.12,0.01,0.01,0
92,12457.0,68,7,2363.23,loyal_customers,0.18,0.03,0.01,3
93,12458.0,73,2,947.4,about_to_sleep,0.19,0.0,0.0,3
94,12461.0,96,2,826.88,hibernating,0.25,0.0,0.0,3
95,12462.0,20,2,1189.5900000000001,potential_loyalists,0.05,0.0,0.0,0
96,12463.0,55,4,1344.7800000000002,loyal_customers,0.14,0.01,0.0,3
97,12464.0,12,8,1212.05,champions,0.03,0.03,0.0,0
98,12465.0,19,2,742.19,potential_loyalists,0.05,0.0,0.0,0
99,12468.0,189,2,729.54,hibernating,0.5,0.0,0.0,1
100,12471.0,4,30,19824.05,champions,0.01,0.14,0.07,0
101,12472.0,34,7,6572.110000000001,loyal_customers,0.09,0.03,0.02,0
102,12473.0,31,5,3938.55,loyal_customers,0.08,0.02,0.01,0
103,12474.0,19,18,7375.79,loyal_customers,0.05,0.08,0.03,0
104,12475.0,55,1,723.3799999999999,about_to_sleep,0.14,0.0,0.0,3
105,12476.0,17,11,6816.42,loyal_customers,0.04,0.05,0.02,0
106,12477.0,24,6,13219.740000000002,loyal_customers,0.06,0.02,0.05,0
107,12478.0,5,1,680.9900000000001,new_customers,0.01,0.0,0.0,0
108,12479.0,13,1,527.2,new_customers,0.03,0.0,0.0,0
109,12480.0,30,4,3281.6299999999997,loyal_customers,0.08,0.01,0.01,0
110,12481.0,24,10,5596.32,loyal_customers,0.06,0.04,0.02,0
111,12483.0,19,8,2484.98,loyal_customers,0.05,0.03,0.01,0
112,12484.0,34,6,4541.719999999999,loyal_customers,0.09,0.02,0.02,0
113,12488.0,11,3,1298.6600000000003,potential_loyalists,0.02,0.01,0.0,0
114,12489.0,338,1,334.92999999999995,hibernating,0.9,0.0,0.0,2
115,12490.0,7,10,5417.93,champions,0.01,0.04,0.02,0
116,12491.0,40,1,460.40000000000003,about_to_sleep,0.1,0.0,0.0,0
117,12492.0,65,2,263.21,about_to_sleep,0.17,0.0,0.0,3
118,12493.0,167,2,433.74,hibernating,0.44,0.0,0.0,1
119,12494.0,17,7,1246.1,loyal_customers,0.04,0.03,0.0,0
120,12497.0,83,1,1043.1,hibernating,0.22,0.0,0.0,3
121,12498.0,23,3,403.7,potential_loyalists,0.06,0.01,0.0,0
122,12500.0,25,11,4257.820000000001,loyal_customers,0.06,0.05,0.02,0
123,12501.0,338,1,2169.3900000000003,hibernating,0.9,0.0,0.01,2
124,12502.0,97,5,3723.87,at_risk,0.25,0.02,0.01,3
125,12504.0,20,2,482.04999999999995,potential_loyalists,0.05,0.0,0.0,0
126,12506.0,234,1,73.50000000000001,hibernating,0.62,0.0,0.0,5
127,12507.0,136,3,1304.81,at_risk,0.36,0.01,0.0,1
128,12508.0,28,2,398.27,potential_loyalists,0.07,0.0,0.0,0
129,12509.0,286,1,176.5,hibernating,0.76,0.0,0.0,5
130,12510.0,144,2,982.5699999999999,hibernating,0.38,0.0,0.0,1
131,12512.0,68,2,138.03,about_to_sleep,0.18,0.0,0.0,3
132,12513.0,114,1,612.2900000000001,hibernating,0.3,0.0,0.0,3
133,12514.0,269,1,1017.6800000000001,hibernating,0.72,0.0,0.0,5
134,12515.0,355,1,383.70000000000005,hibernating,0.95,0.0,0.0,2
135,12516.0,79,2,1312.06,hibernating,0.21,0.0,0.0,3
136,12517.0,30,5,2502.84,loyal_customers,0.08,0.02,0.01,0
137,12518.0,2,5,2056.89,champions,0.0,0.02,0.01,0
138,12519.0,65,1,340.84000000000003,about_to_sleep,0.17,0.0,0.0,3
139,12520.0,81,5,2634.26,at_risk,0.21,0.02,0.01,3
140,12521.0,144,1,599.68,hibernating,0.38,0.0,0.0,1
141,12522.0,41,2,192.72000000000003,about_to_sleep,0.1,0.0,0.0,0
142,12523.0,21,11,1789.77,loyal_customers,0.05,0.05,0.01,0
143,12524.0,11,8,4485.719999999999,champions,0.02,0.03,0.02,0
144,12526.0,2,3,1316.6600000000003,potential_loyalists,0.0,0.01,0.0,0
145,12527.0,83,3,348.71000000000004,at_risk,0.22,0.01,0.0,3
146,12528.0,11,6,1933.4800000000002,champions,0.02,0.02,0.01,0
147,12530.0,61,4,1662.28,loyal_customers,0.16,0.01,0.01,3
148,12531.0,16,1,125.22,promising,0.04,0.0,0.0,0
149,12532.0,32,1,349.83000000000004,promising,0.08,0.0,0.0,0
150,12534.0,132,1,1089.18,hibernating,0.35,0.0,0.0,1
151,12535.0,93,2,716.35,hibernating,0.24,0.0,0.0,3
152,12536.0,45,3,12601.830000000002,need_attention,0.12,0.01,0.04,0
153,12538.0,31,1,363.95,promising,0.08,0.0,0.0,0
154,12539.0,24,4,5568.349999999999,loyal_customers,0.06,0.01,0.02,0
155,12540.0,21,17,13400.24,loyal_customers,0.05,0.08,0.05,0
156,12541.0,31,3,981.1800000000002,potential_loyalists,0.08,0.01,0.0,0
157,12544.0,38,1,372.70000000000005,about_to_sleep,0.1,0.0,0.0,0
158,12545.0,77,2,1000.39,hibernating,0.2,0.0,0.0,3
159,12546.0,48,2,1161.5,about_to_sleep,0.12,0.0,0.0,3
160,12547.0,199,2,207.8,hibernating,0.53,0.0,0.0,1
161,12548.0,168,1,95.19999999999999,hibernating,0.45,0.0,0.0,1
162,12550.0,81,1,964.83,hibernating,0.21,0.0,0.0,3
163,12551.0,359,1,168.0,hibernating,0.96,0.0,0.0,2
164,12552.0,40,2,437.82,about_to_sleep,0.1,0.0,0.0,0
165,12553.0,10,10,3692.2799999999997,champions,0.02,0.04,0.01,0
166,12556.0,52,2,603.7099999999999,about_to_sleep,0.13,0.0,0.0,3
167,12557.0,18,5,11990.96,loyal_customers,0.04,0.02,0.04,0
168,12558.0,9,1,269.96000000000004,new_customers,0.02,0.0,0.0,0
169,12559.0,312,2,561.7099999999999,hibernating,0.83,0.0,0.0,2
170,12560.0,7,3,2134.01,potential_loyalists,0.01,0.01,0.01,0
171,12561.0,304,1,238.85,hibernating,0.81,0.0,0.0,2
172,12562.0,10,7,3781.74,champions,0.02,0.03,0.01,0
173,12564.0,263,1,456.90000000000003,hibernating,0.7,0.0,0.0,5
174,12565.0,290,1,145.92000000000002,hibernating,0.77,0.0,0.0,5
175,12566.0,88,1,351.65,hibernating,0.23,0.0,0.0,3
176,12567.0,24,10,9401.279999999999,loyal_customers,0.06,0.04,0.03,0
177,12569.0,4,32,4124.6900000000005,champions,0.01,0.15,0.01,0
178,12571.0,41,2,519.61,about_to_sleep,0.1,0.0,0.0,0
179,12572.0,10,2,1020.42,potential_loyalists,0.02,0.0,0.0,0
180,12573.0,229,1,160.54,hibernating,0.61,0.0,0.0,5
181,12574.0,317,1,218.45000000000002,hibernating,0.84,0.0,0.0,2
182,12576.0,37,5,1315.83,loyal_customers,0.09,0.02,0.0,0
183,12577.0,37,3,657.8,need_attention,0.09,0.01,0.0,0
184,12578.0,23,2,2794.5099999999998,potential_loyalists,0.06,0.0,0.01,0
185,12579.0,80,1,440.41999999999996,hibernating,0.21,0.0,0.0,3
186,12580.0,248,1,415.70000000000005,hibernating,0.66,0.0,0.0,5
187,12581.0,41,1,197.70999999999998,about_to_sleep,0.1,0.0,0.0,0
188,12582.0,240,2,511.3599999999999,hibernating,0.64,0.0,0.0,5
189,12583.0,4,15,7281.379999999999,champions,0.01,0.07,0.03,0
190,12584.0,5,9,2338.1500000000005,champions,0.01,0.04,0.01,0
191,12585.0,236,2,2040.0999999999997,hibernating,0.63,0.0,0.01,5
192,12586.0,19,1,196.94000000000003,promising,0.05,0.0,0.0,0
193,12587.0,9,1,144.0,new_customers,0.02,0.0,0.0,0
194,12588.0,41,1,214.89999999999998,about_to_sleep,0.1,0.0,0.0,0
195,12589.0,30,2,646.6800000000001,potential_loyalists,0.08,0.0,0.0,0
196,12590.0,213,2,9864.26,hibernating,0.57,0.0,0.04,5
197,12591.0,319,1,452.84999999999997,hibernating,0.85,0.0,0.0,2
198,12592.0,94,2,437.6,hibernating,0.25,0.0,0.0,3
199,12593.0,110,3,418.0999999999999,at_risk,0.29,0.01,0.0,3
200,12594.0,39,10,3338.2200000000003,loyal_customers,0.1,0.04,0.01,0
201,12596.0,53,2,618.27,about_to_sleep,0.14,0.0,0.0,3
202,12597.0,21,4,3811.2199999999993,loyal_customers,0.05,0.01,0.01,0
203,12598.0,11,8,3023.08,champions,0.02,0.03,0.01,0
204,12599.0,31,7,1032.5800000000004,loyal_customers,0.08,0.03,0.0,0
205,12600.0,30,10,2599.04,loyal_customers,0.08,0.04,0.01,0
206,12601.0,191,5,577.0600000000001,at_risk,0.51,0.02,0.0,1
207,12602.0,60,1,153.12,about_to_sleep,0.16,0.0,0.0,3
208,12603.0,23,1,739.1999999999999,promising,0.06,0.0,0.0,0
209,12604.0,81,2,254.17999999999998,hibernating,0.21,0.0,0.0,3
210,12607.0,62,1,1579.51,about_to_sleep,0.16,0.0,0.01,3
211,12609.0,80,3,1126.8500000000001,at_risk,0.21,0.01,0.0,3
212,12610.0,24,5,2099.54,loyal_customers,0.06,0.02,0.01,0
213,12611.0,54,1,1193.32,about_to_sleep,0.14,0.0,0.0,3
214,12612.0,76,1,704.04,hibernating,0.2,0.0,0.0,3
215,12613.0,59,5,3344.38,loyal_customers,0.15,0.02,0.01,3
216,12614.0,279,1,315.59999999999997,hibernating,0.74,0.0,0.0,5
217,12615.0,4,4,2291.1899999999996,champions,0.01,0.01,0.01,0
218,12616.0,97,2,713.3,hibernating,0.25,0.0,0.0,3
219,12617.0,31,1,355.53000000000003,promising,0.08,0.0,0.0,0
220,12618.0,23,1,177.31,promising,0.06,0.0,0.0,0
221,12619.0,18,9,3641.24,loyal_customers,0.04,0.04,0.01,0
222,12620.0,16,3,1339.41,potential_loyalists,0.04,0.01,0.0,0
223,12621.0,3,20,13689.67,champions,0.0,0.09,0.05,0
224,12622.0,234,1,180.09999999999997,hibernating,0.62,0.0,0.0,5
225,12623.0,278,1,305.1,hibernating,0.74,0.0,0.0,5
226,12624.0,108,2,641.13,hibernating,0.28,0.0,0.0,3
227,12625.0,213,2,2683.82,hibernating,0.57,0.0,0.01,5
228,12626.0,25,9,6620.48,loyal_customers,0.06,0.04,0.02,0
229,12627.0,12,7,4478.530000000001,champions,0.03,0.03,0.02,0
230,12628.0,6,3,786.4599999999999,potential_loyalists,0.01,0.01,0.0,0
231,12630.0,11,2,1270.88,potential_loyalists,0.02,0.0,0.0,0
232,12631.0,59,1,640.5,about_to_sleep,0.15,0.0,0.0,3
233,12633.0,60,4,2163.98,loyal_customers,0.16,0.01,0.01,3
234,12635.0,91,2,1689.1800000000003,hibernating,0.24,0.0,0.01,3
235,12637.0,69,8,6021.9,loyal_customers,0.18,0.03,0.02,3
236,12638.0,35,1,671.69,about_to_sleep,0.09,0.0,0.0,0
237,12639.0,240,1,486.1,hibernating,0.64,0.0,0.0,5
238,12640.0,25,3,1174.58,potential_loyalists,0.06,0.01,0.0,0
239,12641.0,117,1,185.9,hibernating,0.31,0.0,0.0,1
240,12642.0,27,3,1013.26,potential_loyalists,0.07,0.01,0.0,0
241,12643.0,130,6,3344.6399999999994,cant_loose,0.34,0.02,0.01,1
242,12644.0,131,1,477.90999999999997,hibernating,0.35,0.0,0.0,1
243,12645.0,35,4,1775.1800000000003,loyal_customers,0.09,0.01,0.01,0
244,12646.0,6,2,1346.97,potential_loyalists,0.01,0.0,0.0,0
245,12647.0,24,12,3722.82,loyal_customers,0.06,0.05,0.01,0
246,12648.0,156,1,318.04999999999995,hibernating,0.41,0.0,0.0,1
247,12649.0,109,3,623.51,at_risk,0.29,0.01,0.0,3
248,12650.0,5,1,314.44,new_customers,0.01,0.0,0.0,0
249,12651.0,336,1,114.0,hibernating,0.9,0.0,0.0,2
250,12652.0,333,1,919.98,hibernating,0.89,0.0,0.0,2
251,12653.0,150,2,2209.85,hibernating,0.4,0.0,0.01,1
252,12654.0,12,5,601.9799999999999,champions,0.03,0.02,0.0,0
253,12656.0,19,5,4051.17,loyal_customers,0.05,0.02,0.01,0
254,12657.0,13,4,1643.18,champions,0.03,0.01,0.01,0
255,12658.0,20,1,686.05,promising,0.05,0.0,0.0,0
256,12659.0,31,1,91.68,promising,0.08,0.0,0.0,0
257,12660.0,13,1,245.10000000000002,new_customers,0.03,0.0,0.0,0
258,12662.0,2,11,3849.7799999999997,champions,0.0,0.05,0.01,0
259,12664.0,10,9,4881.88,champions,0.02,0.04,0.02,0
260,12665.0,326,1,63.0,hibernating,0.87,0.0,0.0,2
261,12667.0,60,1,620.1300000000001,about_to_sleep,0.16,0.0,0.0,3
262,12668.0,13,4,3807.15,champions,0.03,0.01,0.01,0
263,12669.0,152,3,2744.03,at_risk,0.4,0.01,0.01,1
264,12670.0,12,5,2996.0500000000006,champions,0.03,0.02,0.01,0
265,12672.0,331,1,225.9,hibernating,0.88,0.0,0.0,2
266,12673.0,7,2,610.52,potential_loyalists,0.01,0.0,0.0,0
267,12674.0,40,4,1970.6000000000001,loyal_customers,0.1,0.01,0.01,0
268,12676.0,26,6,1331.39,loyal_customers,0.06,0.02,0.0,0
269,12678.0,44,12,17628.46,loyal_customers,0.11,0.05,0.06,0
270,12679.0,60,4,1113.02,loyal_customers,0.16,0.01,0.0,3
271,12680.0,2,4,880.8100000000002,champions,0.0,0.01,0.0,0
272,12681.0,16,22,13787.54,loyal_customers,0.04,0.1,0.05,0
273,12682.0,5,31,12288.220000000001,champions,0.01,0.14,0.04,0
274,12683.0,6,15,8476.57,champions,0.01,0.07,0.03,0
275,12684.0,9,7,2283.63,champions,0.02,0.03,0.01,0
276,12685.0,30,6,2863.08,loyal_customers,0.08,0.02,0.01,0
277,12686.0,373,1,89.14,hibernating,0.99,0.0,0.0,2
278,12688.0,115,1,4873.8099999999995,hibernating,0.3,0.0,0.02,3
279,12689.0,27,2,1247.61,potential_loyalists,0.07,0.0,0.0,0
280,12690.0,207,1,389.01,hibernating,0.55,0.0,0.0,5
281,12691.0,30,6,1035.8,loyal_customers,0.08,0.02,0.0,0
282,12693.0,129,4,855.91,at_risk,0.34,0.01,0.0,1
283,12694.0,72,2,869.67,about_to_sleep,0.19,0.0,0.0,3
284,12695.0,9,4,582.1,champions,0.02,0.01,0.0,0
285,12697.0,30,3,957.5899999999999,potential_loyalists,0.08,0.01,0.0,0
286,12700.0,9,4,4939.99,champions,0.02,0.01,0.02,0
287,12701.0,81,2,797.71,hibernating,0.21,0.0,0.0,3
288,12702.0,21,1,219.0,promising,0.05,0.0,0.0,0
289,12703.0,73,1,283.55,about_to_sleep,0.19,0.0,0.0,3
290,12704.0,9,8,2340.8399999999997,champions,0.02,0.03,0.01,0
291,12705.0,17,9,6868.290000000001,loyal_customers,0.04,0.04,0.02,0
292,12707.0,293,1,603.42,hibernating,0.78,0.0,0.0,2
293,12708.0,31,10,2712.91,loyal_customers,0.08,0.04,0.01,0
294,12709.0,17,15,9736.52,loyal_customers,0.04,0.07,0.03,0
295,12710.0,98,3,1149.0200000000002,at_risk,0.26,0.01,0.0,3
296,12712.0,30,13,4396.13,loyal_customers,0.08,0.06,0.02,0
297,12713.0,2,1,848.5500000000001,new_customers,0.0,0.0,0.0,0
298,12714.0,11,5,4708.860000000001,champions,0.02,0.02,0.02,0
299,12715.0,108,1,353.85999999999996,hibernating,0.28,0.0,0.0,3
300,12716.0,5,2,1053.4900000000002,potential_loyalists,0.01,0.0,0.0,0
301,12717.0,153,2,1030.98,hibernating,0.4,0.0,0.0,1
302,12718.0,73,1,238.25,about_to_sleep,0.19,0.0,0.0,3
303,12719.0,7,2,644.95,potential_loyalists,0.01,0.0,0.0,0
304,12720.0,4,25,5781.730000000001,champions,0.01,0.11,0.02,0
305,12721.0,33,6,2656.13,loyal_customers,0.08,0.02,0.01,0
306,12722.0,87,4,997.6300000000001,at_risk,0.23,0.01,0.0,3
307,12723.0,5,5,725.07,champions,0.01,0.02,0.0,0
308,12724.0,7,4,1031.4099999999999,champions,0.01,0.01,0.0,0
309,12725.0,373,1,427.8,hibernating,0.99,0.0,0.0,2
310,12726.0,30,7,2609.1,loyal_customers,0.08,0.03,0.01,0
311,12727.0,12,7,3980.7000000000003,champions,0.03,0.03,0.01,0
312,12728.0,73,4,836.3299999999999,loyal_customers,0.19,0.01,0.0,3
313,12729.0,115,1,453.01000000000005,hibernating,0.3,0.0,0.0,3
314,12731.0,25,12,18895.91,loyal_customers,0.06,0.05,0.07,0
315,12732.0,181,1,236.26000000000005,hibernating,0.48,0.0,0.0,1
316,12733.0,236,1,383.95000000000005,hibernating,0.63,0.0,0.0,5
317,12734.0,354,1,110.39999999999999,hibernating,0.94,0.0,0.0,2
318,12735.0,317,2,779.57,hibernating,0.84,0.0,0.0,2
319,12736.0,334,1,234.00000000000003,hibernating,0.89,0.0,0.0,2
320,12738.0,374,1,155.35,hibernating,1.0,0.0,0.0,2
321,12739.0,80,2,1013.0400000000001,hibernating,0.21,0.0,0.0,3
322,12740.0,65,1,427.59999999999997,about_to_sleep,0.17,0.0,0.0,3
323,12743.0,136,2,546.4300000000001,hibernating,0.36,0.0,0.0,1
324,12744.0,53,7,21279.29,loyal_customers,0.14,0.03,0.08,3
325,12747.0,4,11,4196.009999999999,champions,0.01,0.05,0.01,0
326,12748.0,2,210,33719.73,champions,0.0,1.0,0.12,4
327,12749.0,5,5,4090.88,champions,0.01,0.02,0.01,0
328,12750.0,130,1,275.88,hibernating,0.34,0.0,0.0,1
329,12752.0,83,1,4366.780000000001,hibernating,0.22,0.0,0.02,3
330,12753.0,24,6,21429.39,loyal_customers,0.06,0.02,0.08,0
331,12754.0,237,3,3010.7400000000002,at_risk,0.63,0.01,0.01,5
332,12755.0,282,2,3811.9499999999994,hibernating,0.75,0.0,0.01,5
333,12756.0,88,1,112.08000000000001,hibernating,0.23,0.0,0.0,3
334,12757.0,17,13,7857.1,loyal_customers,0.04,0.06,0.03,0
335,12758.0,118,2,2791.59,hibernating,0.31,0.0,0.01,1
336,12759.0,54,3,1531.4400000000003,need_attention,0.14,0.01,0.01,3
337,12762.0,9,2,1898.5200000000004,potential_loyalists,0.02,0.0,0.01,0
338,12763.0,140,2,494.08000000000004,hibernating,0.37,0.0,0.0,1
339,12764.0,318,1,1693.88,hibernating,0.85,0.0,0.01,2
340,12766.0,5,7,6989.63,champions,0.01,0.03,0.02,0
341,12769.0,240,1,1143.6,hibernating,0.64,0.0,0.0,5
342,12770.0,212,1,1351.4499999999998,hibernating,0.56,0.0,0.0,5
343,12772.0,61,1,892.4700000000001,about_to_sleep,0.16,0.0,0.0,3
344,12775.0,19,5,1386.0400000000002,loyal_customers,0.05,0.02,0.0,0
345,12778.0,21,6,822.23,loyal_customers,0.05,0.02,0.0,0
346,12779.0,39,8,3981.3599999999997,loyal_customers,0.1,0.03,0.01,0
347,12781.0,65,2,826.74,about_to_sleep,0.17,0.0,0.0,3
348,12782.0,6,5,2330.9200000000005,champions,0.01,0.02,0.01,0
349,12783.0,4,6,2225.91,champions,0.01,0.02,0.01,0
350,12784.0,11,2,574.4200000000001,potential_loyalists,0.02,0.0,0.0,0
351,12785.0,366,1,311.95,hibernating,0.98,0.0,0.0,2
352,12787.0,11,3,463.65999999999997,potential_loyalists,0.02,0.01,0.0,0
353,12789.0,67,1,91.85000000000001,about_to_sleep,0.17,0.0,0.0,3
354,12790.0,194,1,324.9200000000001,hibernating,0.51,0.0,0.0,1
355,12791.0,375,1,192.60000000000002,hibernating,1.0,0.0,0.0,2
356,12792.0,258,1,400.53999999999996,hibernating,0.69,0.0,0.0,5
357,12793.0,336,2,545.48,hibernating,0.9,0.0,0.0,2
358,12794.0,55,2,860.41,about_to_sleep,0.14,0.0,0.0,3
359,12795.0,20,1,430.48,promising,0.05,0.0,0.0,0
360,12797.0,367,1,254.03,hibernating,0.98,0.0,0.0,2
361,12798.0,12,3,6977.04,potential_loyalists,0.03,0.01,0.02,0
362,12802.0,188,1,427.58,hibernating,0.5,0.0,0.0,1
363,12808.0,38,3,483.65000000000003,need_attention,0.1,0.01,0.0,0
364,12809.0,179,1,489.31,hibernating,0.47,0.0,0.0,1
365,12811.0,262,3,514.8499999999999,at_risk,0.7,0.01,0.0,5
366,12812.0,46,1,229.64,about_to_sleep,0.12,0.0,0.0,0
367,12814.0,103,1,125.92,hibernating,0.27,0.0,0.0,3
368,12815.0,149,2,1063.46,hibernating,0.39,0.0,0.0,1
369,12816.0,97,2,572.2,hibernating,0.25,0.0,0.0,3
370,12817.0,283,1,166.04,hibernating,0.75,0.0,0.0,5
371,12818.0,263,1,1542.08,hibernating,0.7,0.0,0.01,5
372,12820.0,5,4,942.34,champions,0.01,0.01,0.0,0
373,12821.0,216,1,92.72,hibernating,0.57,0.0,0.0,5
374,12822.0,72,2,948.8800000000002,about_to_sleep,0.19,0.0,0.0,3
375,12823.0,76,5,1759.5,at_risk,0.2,0.02,0.01,3
376,12824.0,61,1,397.11999999999995,about_to_sleep,0.16,0.0,0.0,3
